avg_mouse_speed,mouse_path_entropy,click_delay,task_completion_time,idle_time,micro_jitter_variance,acceleration_curve,curvature_variance,overshoot_correction_ratio,timing_entropy,label
1001.2329,0.1238,0.2347,1.1883,0.08,0.2002,37.7551,0.0004,0.0106,0.0786,0
1806.4358,0.0273,0.1084,0.2597,0.0174,0.136,67.0789,0.0006,0.0007,0.0782,0
686.3609,0.1246,0.5072,2.1515,0.1665,1.3517,217.5925,0.0041,0.0075,0.1266,0
2675.3507,0.0333,0.1426,0.3948,0.0154,0.1018,65.2363,0.0008,0.0036,0.0084,0
884.3032,0.0324,0.585,1.7522,0.0238,0.0445,132.9784,0.0004,0.0005,0.1726,0
657.2367,0.2258,0.7042,1.3246,0.3021,1.6986,194.5601,0.0022,0.0107,0.0952,0
1246.1717,0.0473,0.0458,0.3699,0.0109,0.1675,76.8303,0.0003,0.0004,0.06,0
1601.334,0.0032,0.1357,0.0822,0.0099,0.0848,52.2196,0.0002,0.0044,0.0587,0
1050.6184,0.1505,0.6299,1.0985,0.0512,0.0233,12.2561,0.0002,0.0004,0.076,0
799.0797,0.3083,1.0486,2.1729,0.0496,1.3979,176.0119,0.0042,0.0382,0.3412,0
2525.9711,0.0062,0.0137,0.0918,0.0034,0.139,29.0645,0.0,0.0049,0.0427,0
2133.9298,0.0312,0.0758,0.3374,0.0177,0.0603,38.9575,0.0,0.0043,0.0245,0
2995.5669,0.0351,0.0272,0.1915,0.0071,0.1972,34.4497,0.0002,0.0028,0.0324,0
2749.6553,0.0009,0.1358,0.4126,0.0015,0.1447,61.6753,0.0005,0.0029,0.004,0
2509.1196,0.0063,0.0439,0.2895,0.0033,0.158,64.5902,0.0007,0.0002,0.0342,0
581.6097,0.2679,1.0071,1.5639,0.1106,1.3055,110.1309,0.0069,0.0231,0.1135,0
1101.7788,0.0527,0.7727,1.5795,0.0889,0.5093,81.5805,0.0013,0.0028,0.0761,0
1119.1822,0.1373,0.4095,1.3897,0.1249,0.596,48.3788,0.0027,0.0121,0.0616,0
1594.2773,0.0399,0.0877,0.2878,0.0153,0.0667,30.6202,0.0007,0.0049,0.0621,0
1402.7729,0.0126,0.0692,0.1794,0.018,0.1341,33.3383,0.0002,0.0019,0.0381,0
862.5391,0.1558,0.1893,0.8937,0.149,0.1141,15.1713,0.0019,0.0059,0.0656,0
1342.4908,0.0314,0.0423,0.4066,0.0172,0.029,26.9616,0.0001,0.0014,0.0191,0
572.7398,0.2138,1.1087,2.609,0.1205,0.4184,490.304,0.0026,0.0268,0.2834,0
959.9132,0.0426,0.4409,1.2664,0.116,0.4259,136.8062,0.0029,0.0109,0.063,0
1226.1617,0.1144,0.227,1.3744,0.0525,0.2034,125.1011,0.0013,0.0079,0.1457,0
949.1851,0.1159,0.3342,1.4825,0.0219,0.5965,115.8065,0.0013,0.0045,0.1159,0
1258.7855,0.1323,0.7223,1.1844,0.1004,0.2649,95.7147,0.0014,0.0116,0.0509,0
1733.5877,0.0567,0.081,0.233,0.0081,0.0904,69.4264,0.0008,0.0042,0.0673,0
1683.6205,0.0358,0.1019,0.1651,0.0149,0.04,21.0409,0.0002,0.0042,0.0586,0
1373.8245,0.1501,0.3729,1.6722,0.0309,0.3019,17.7363,0.0013,0.0078,0.0636,0
1256.1694,0.1183,0.138,0.643,0.0527,0.5056,130.4634,0.0009,0.0108,0.1482,0
447.322,0.2279,1.011,1.4769,0.0188,0.1042,254.1281,0.0055,0.028,0.1343,0
588.5812,0.3404,0.4418,2.6402,0.3633,1.6454,413.9785,0.0029,0.0285,0.2538,0
1495.1782,0.0665,0.3892,1.8543,0.0434,0.0916,46.5,0.0023,0.0129,0.0695,0
1197.1008,0.127,0.5697,1.9392,0.052,0.1799,87.1838,0.0013,0.0071,0.0618,0
2883.6749,0.0041,0.0926,0.3969,0.0002,0.0445,30.1658,0.0004,0.0017,0.0519,0
1245.8693,0.0001,0.0584,0.2319,0.019,0.009,42.4052,0.0005,0.0035,0.0511,0
2337.3438,0.0193,0.1182,0.1591,0.0143,0.1251,52.1833,0.0001,0.0033,0.059,0
1038.256,0.0466,0.303,1.6457,0.0614,0.4216,111.0137,0.002,0.0101,0.1538,0
938.4717,0.1548,0.775,1.1997,0.14,0.5988,72.9294,0.0022,0.0097,0.0903,0
2016.0396,0.0472,0.0555,0.4095,0.0131,0.1391,22.8593,0.0004,0.0009,0.0197,0
1428.1921,0.0126,0.0912,0.2653,0.0053,0.1722,42.0118,0.0007,0.0032,0.0013,0
828.7317,0.2515,0.9417,1.7964,0.1929,1.5384,280.9137,0.0014,0.0023,0.1179,0
1861.9214,0.0535,0.0435,0.2142,0.0045,0.1091,49.3669,0.0004,0.0048,0.0796,0
802.6481,0.1788,0.9957,1.5732,0.3137,0.3437,147.5023,0.0003,0.0244,0.2866,0
2119.4144,0.0226,0.1209,0.0963,0.001,0.124,47.3311,0.0007,0.003,0.0759,0
1916.2585,0.0587,0.0251,0.4143,0.0002,0.0973,12.2722,0.0005,0.004,0.0026,0
1816.6987,0.0153,0.0637,0.4798,0.002,0.0847,36.5673,0.0002,0.0014,0.0572,0
1368.9824,0.0848,0.5247,1.8404,0.1277,0.552,40.3463,0.003,0.0122,0.1851,0
1488.2876,0.0907,0.6191,1.5482,0.1098,0.4509,28.6134,0.001,0.0059,0.1772,0
1383.3563,0.1462,0.5172,0.7099,0.0953,0.5322,96.4762,0.0027,0.015,0.1111,0
1177.971,0.0928,0.2679,0.8689,0.0277,0.3789,21.308,0.0013,0.0078,0.1245,0
621.5847,0.1024,1.4906,2.659,0.264,1.5126,107.6858,0.0061,0.0083,0.2267,0
2556.8129,0.0148,0.0454,0.1259,0.0144,0.0592,41.4624,0.0003,0.0039,0.0181,0
560.67,0.108,0.5884,0.9627,0.1875,0.5005,448.7207,0.0041,0.0093,0.2154,0
1521.7129,0.018,0.0252,0.1592,0.0188,0.1334,73.6882,0.0002,0.0043,0.029,0
2648.4728,0.0036,0.0667,0.4241,0.0123,0.1036,28.2907,0.0001,0.005,0.014,0
1624.6484,0.0545,0.1169,0.2721,0.0191,0.0106,71.4936,0.0,0.002,0.0043,0
857.1948,0.2379,0.5614,1.4089,0.1798,0.6456,59.5913,0.0053,0.0245,0.3513,0
1041.2963,0.1018,0.2363,1.4383,0.1155,0.0921,47.7575,0.0026,0.0076,0.1404,0
1204.525,0.0311,0.6628,1.8843,0.008,0.0727,105.2963,0.0018,0.0057,0.1417,0
1153.1335,0.0424,0.1626,1.1583,0.1384,0.3347,53.733,0.0027,0.0058,0.1366,0
2527.3217,0.042,0.1212,0.2166,0.0087,0.0337,77.1604,0.0001,0.0032,0.0564,0
1857.5818,0.0026,0.0879,0.4979,0.0086,0.198,10.098,0.0003,0.0045,0.0701,0
2421.4991,0.0532,0.1174,0.344,0.0031,0.0146,49.1698,0.0004,0.0012,0.0234,0
2091.9375,0.0234,0.0642,0.1286,0.0173,0.1218,11.6882,0.0003,0.0021,0.048,0
1251.6555,0.1317,0.1723,0.9574,0.0026,0.2728,64.4145,0.0022,0.0025,0.1574,0
1887.4497,0.0432,0.02,0.224,0.0078,0.1431,15.938,0.0008,0.005,0.0655,0
2394.96,0.005,0.132,0.2967,0.0035,0.0655,64.0594,0.0007,0.0026,0.0384,0
813.0948,0.2865,0.7613,2.2122,0.3429,0.3035,224.6615,0.0005,0.0164,0.3117,0
2175.3969,0.0022,0.1357,0.4244,0.0105,0.1412,8.3133,0.0007,0.0036,0.0096,0
411.2652,0.2497,0.5061,2.3824,0.0282,0.1622,259.8313,0.008,0.0111,0.2638,0
1389.4837,0.0662,0.4885,1.9259,0.0499,0.2636,133.322,0.001,0.0057,0.1017,0
865.1935,0.2504,1.0484,1.658,0.005,0.3479,116.3473,0.0009,0.0262,0.1209,0
1888.6467,0.0149,0.0304,0.1414,0.0051,0.1074,60.6476,0.0007,0.0038,0.0503,0
659.8684,0.251,0.7939,1.5202,0.1327,0.2966,408.4689,0.0004,0.027,0.3393,0
849.1405,0.0885,0.3403,1.9783,0.1037,0.4328,77.374,0.0021,0.0108,0.0613,0
1223.3416,0.0306,0.1326,0.336,0.01,0.1852,13.7775,0.0001,0.0046,0.0722,0
972.1854,0.1752,0.6357,1.5108,0.0334,0.3079,123.3864,0.0026,0.0084,0.1389,0
1169.7742,0.0868,0.1598,0.6891,0.114,0.0148,7.8458,0.0027,0.0106,0.0507,0
2573.9732,0.0251,0.0756,0.2727,0.004,0.1443,8.2405,0.0004,0.0008,0.0037,0
2764.8029,0.0106,0.049,0.138,0.0147,0.0891,75.4908,0.0005,0.0027,0.0525,0
2911.1885,0.0574,0.0487,0.3439,0.004,0.1095,61.6631,0.0008,0.0017,0.0555,0
954.8042,0.1206,0.5588,1.6461,0.15,0.0241,30.3458,0.0004,0.0023,0.1272,0
624.3616,0.2605,0.7518,1.5033,0.3337,1.3111,207.9029,0.0073,0.0199,0.1365,0
1272.2896,0.0787,0.6906,1.2997,0.0702,0.5152,69.4377,0.0012,0.0016,0.1116,0
1525.1202,0.0353,0.0301,0.1739,0.0112,0.0538,51.1735,0.0006,0.0015,0.007,0
865.0289,0.1024,0.6084,1.4305,0.0672,0.5675,15.2621,0.0026,0.012,0.1214,0
1480.5602,0.0553,0.0427,0.4471,0.0101,0.0923,49.5609,0.0002,0.0021,0.0751,0
2858.8504,0.0597,0.0173,0.3032,0.0034,0.1243,79.1634,0.0007,0.0046,0.0171,0
964.3817,0.1639,0.2338,0.7309,0.0018,0.1092,28.4644,0.0002,0.013,0.1826,0
2609.8639,0.0253,0.1186,0.2157,0.0113,0.0763,15.0141,0.0005,0.0038,0.0602,0
2133.6812,0.0458,0.0176,0.1102,0.0075,0.0447,29.9717,0.0001,0.003,0.0537,0
725.2615,0.187,1.4219,2.3979,0.2111,0.4137,342.0387,0.0047,0.0273,0.3143,0
874.5283,0.2502,1.4591,2.8051,0.001,1.2752,130.3112,0.0024,0.0119,0.2249,0
1624.4335,0.0017,0.1011,0.4535,0.02,0.0897,20.8113,0.0007,0.0006,0.0779,0
1152.7543,0.0355,0.1127,1.3168,0.0621,0.5056,96.3458,0.0013,0.0034,0.1317,0
2400.6228,0.0363,0.1234,0.2688,0.0056,0.1673,55.2798,0.0006,0.0026,0.0701,0
1923.0456,0.0478,0.0286,0.4194,0.0071,0.0251,6.332,0.0007,0.0039,0.023,0
1645.022,0.0128,0.1126,0.1705,0.0043,0.0065,47.7488,0.0006,0.0033,0.0455,0
636.3693,0.3122,1.0752,0.9852,0.324,1.1688,344.0865,0.0014,0.0175,0.3442,0
1200.2248,0.0155,0.0783,0.4249,0.0129,0.1838,36.4452,0.0003,0.0012,0.0174,0
856.2514,0.0588,0.7201,1.3654,0.007,0.4226,76.0024,0.0026,0.0102,0.0508,0
1664.3347,0.0421,0.0813,0.3939,0.0103,0.0655,8.2929,0.0002,0.002,0.0441,0
519.8601,0.2598,0.4831,2.3703,0.0045,1.3118,123.4479,0.0014,0.0224,0.1926,0
1016.2222,0.1726,0.3035,1.3131,0.1282,0.3985,48.4165,0.0017,0.0012,0.1428,0
1330.5536,0.1557,0.2397,0.6223,0.0586,0.3205,56.5203,0.0019,0.0076,0.2092,0
857.7459,0.0683,0.5241,0.884,0.0403,0.2037,111.9213,0.0028,0.0053,0.0832,0
1046.2878,0.1784,0.4247,1.5189,0.1371,0.3774,37.4068,0.0018,0.006,0.1218,0
539.2955,0.2066,0.4918,1.1928,0.2414,1.502,336.4069,0.0026,0.0024,0.2211,0
1339.4561,0.1224,0.7099,1.6745,0.0549,0.3793,112.093,0.0029,0.0063,0.1602,0
2528.0907,0.0547,0.1387,0.146,0.0041,0.151,50.4808,0.0007,0.0016,0.0678,0
936.8194,0.0402,0.5919,0.7377,0.1191,0.3343,71.5301,0.0008,0.0148,0.1728,0
784.3555,0.2377,1.4276,2.0844,0.208,0.5474,176.7812,0.0059,0.0134,0.2986,0
619.6537,0.1063,1.0999,0.821,0.3148,1.0513,270.3795,0.0046,0.0207,0.1771,0
1947.5354,0.0537,0.029,0.2164,0.0038,0.0854,10.6799,0.0006,0.0005,0.0532,0
2049.942,0.012,0.1122,0.4783,0.0044,0.1906,26.0219,0.0004,0.0035,0.0159,0
847.4792,0.1315,0.3916,1.8375,0.0411,0.5542,21.156,0.0018,0.0046,0.0809,0
2380.1566,0.014,0.0902,0.4914,0.0063,0.007,11.4258,0.0001,0.0023,0.0596,0
1462.517,0.0384,0.0522,0.3216,0.0187,0.0583,40.9993,0.0006,0.0035,0.0601,0
669.958,0.2247,1.1627,2.3348,0.268,0.7643,422.8442,0.0019,0.0062,0.1835,0
2393.7285,0.0139,0.1019,0.2956,0.003,0.0517,41.7381,0.0006,0.002,0.0186,0
1371.2109,0.0015,0.1462,0.1205,0.0025,0.1742,53.0804,0.0003,0.0032,0.0748,0
1638.6798,0.0516,0.1193,0.4976,0.0063,0.189,27.4951,0.0006,0.0044,0.0137,0
2245.7256,0.0506,0.0211,0.4374,0.0069,0.0812,27.1889,0.0007,0.0007,0.0459,0
2871.4703,0.0479,0.0427,0.2051,0.0076,0.0811,65.3874,0.0005,0.0021,0.0576,0
889.768,0.0372,0.3282,1.4043,0.0202,0.3301,40.4414,0.0021,0.0004,0.1297,0
1794.914,0.0009,0.0757,0.4021,0.002,0.147,46.7356,0.0004,0.003,0.0269,0
1345.7661,0.1445,0.2886,1.4809,0.0222,0.2973,0.3944,0.0006,0.0095,0.1986,0
2205.395,0.0382,0.1405,0.3552,0.0021,0.0293,50.8611,0.0002,0.0046,0.0737,0
546.4763,0.2736,1.0956,0.8783,0.1062,0.4135,216.8639,0.0076,0.0338,0.168,0
934.5863,0.0644,0.1455,1.4639,0.0985,0.5031,130.7328,0.0005,0.0111,0.0729,0
2127.9658,0.003,0.0319,0.1939,0.0026,0.1868,23.0655,0.0004,0.005,0.0453,0
1450.8547,0.0556,0.2257,1.303,0.0641,0.4782,6.3015,0.0019,0.0107,0.2152,0
1643.2378,0.0559,0.0983,0.096,0.0015,0.1571,45.398,0.0005,0.0044,0.0193,0
2304.8507,0.0529,0.0471,0.3661,0.003,0.0344,72.1208,0.0001,0.0001,0.062,0
1913.9854,0.048,0.0352,0.3531,0.0063,0.0209,54.9997,0.0003,0.0043,0.0735,0
561.1759,0.1439,1.3714,1.7965,0.2831,1.6543,174.959,0.001,0.025,0.2571,0
2252.4721,0.0474,0.059,0.1818,0.0145,0.1572,76.3432,0.0001,0.0044,0.0612,0
1019.1375,0.0236,0.4553,0.9287,0.0435,0.5563,22.9453,0.0028,0.0076,0.1925,0
2341.0572,0.0334,0.1394,0.1553,0.0041,0.1898,7.8372,0.0005,0.0003,0.0062,0
1185.9576,0.1117,0.4316,1.6135,0.1488,0.1655,48.516,0.001,0.0114,0.1092,0
1112.1213,0.1172,0.6803,1.2711,0.0713,0.1602,77.3857,0.0008,0.0127,0.1161,0
1631.9416,0.0321,0.1383,0.2062,0.0053,0.0813,77.4204,0.0007,0.0007,0.0491,0
784.0052,0.212,1.1782,2.0839,0.0806,0.1121,216.2749,0.0005,0.0158,0.3287,0
417.037,0.0988,1.1038,1.9,0.0597,1.6111,147.4233,0.0006,0.03,0.2624,0
2446.9072,0.0547,0.0148,0.3436,0.0044,0.0948,33.9185,0.0003,0.001,0.0642,0
2796.9533,0.0213,0.1276,0.3087,0.0077,0.1408,62.9324,0.0004,0.0021,0.0462,0
1097.8355,0.1412,0.3798,1.1795,0.0908,0.5921,39.1029,0.0007,0.0027,0.1672,0
1072.0244,0.0527,0.7238,1.1648,0.0912,0.0675,16.1958,0.0002,0.0055,0.1304,0
1829.4195,0.0004,0.0592,0.1301,0.0026,0.0009,55.7104,0.0007,0.0031,0.0077,0
887.7926,0.2064,0.4294,2.3856,0.3846,1.5574,330.8913,0.0049,0.0391,0.1019,0
2695.4606,0.0087,0.0637,0.1982,0.0049,0.0051,45.3001,0.0003,0.0028,0.0244,0
695.6736,0.3395,0.72,0.805,0.3125,1.6548,76.4165,0.005,0.0264,0.1237,0
970.2392,0.0226,0.7068,1.2375,0.1173,0.4337,149.0558,0.0013,0.0064,0.0979,0
1140.2788,0.1366,0.3496,0.6963,0.1294,0.4968,52.65,0.0021,0.0074,0.1794,0
2164.1506,0.0035,0.0345,0.4083,0.0076,0.007,13.4109,0.0003,0.0036,0.0291,0
1400.6424,0.0746,0.6603,0.6903,0.0623,0.0585,7.8792,0.0002,0.0016,0.1921,0
1463.1717,0.1061,0.5401,0.7767,0.0811,0.2312,139.7153,0.0028,0.003,0.1554,0
1193.7746,0.0399,0.5578,1.6986,0.0518,0.3087,17.4492,0.0028,0.0016,0.0854,0
2686.4224,0.042,0.011,0.1571,0.015,0.0808,2.0971,0.0008,0.0008,0.0408,0
2527.4448,0.0466,0.0656,0.3565,0.0182,0.163,33.1918,0.0004,0.0044,0.0027,0
1570.4316,0.0497,0.0314,0.1998,0.0126,0.0368,24.2493,0.0004,0.0011,0.0794,0
2729.8868,0.0282,0.0281,0.1298,0.01,0.0707,18.7682,0.0008,0.0023,0.0743,0
1530.2389,0.0358,0.0478,0.1577,0.0019,0.0153,60.2535,0.0002,0.0049,0.0146,0
1874.8355,0.03,0.1319,0.4306,0.0002,0.0819,66.2349,0.0,0.0027,0.0208,0
1094.2133,0.0827,0.7244,1.3047,0.1356,0.436,52.668,0.0015,0.0058,0.1909,0
2885.5421,0.0348,0.0956,0.2971,0.0111,0.1335,52.4028,0.0002,0.0029,0.0284,0
1183.4842,0.0487,0.6143,1.1855,0.0827,0.4036,97.9308,0.0022,0.0031,0.0688,0
965.1895,0.0383,0.1919,0.9692,0.1488,0.0944,44.7805,0.0028,0.0144,0.0889,0
469.459,0.2856,0.3156,1.6946,0.0989,1.408,57.2253,0.0037,0.0279,0.094,0
580.5987,0.1246,0.5706,1.5456,0.0794,1.0212,334.8193,0.0035,0.0171,0.3145,0
2320.9839,0.0536,0.041,0.3404,0.019,0.106,78.1518,0.0002,0.0028,0.0249,0
2995.1546,0.0144,0.1462,0.3543,0.0181,0.1934,45.4263,0.0008,0.0038,0.0419,0
935.99,0.0218,0.2798,1.1525,0.0342,0.3084,98.6916,0.002,0.0134,0.2143,0
710.0875,0.1356,1.4321,1.1847,0.0606,0.6351,308.1225,0.0055,0.0005,0.3134,0
1733.6727,0.0193,0.0565,0.3994,0.0008,0.0393,1.7855,0.0006,0.0049,0.0528,0
1435.6463,0.0608,0.1465,1.265,0.0391,0.2706,68.445,0.001,0.0073,0.1146,0
2760.1063,0.0421,0.0158,0.1286,0.0019,0.0123,4.7245,0.0001,0.0042,0.0663,0
707.3533,0.2753,1.1862,2.7565,0.2929,1.4729,411.8365,0.0045,0.0085,0.1054,0
864.18,0.0471,0.1167,0.9503,0.1455,0.2274,36.1339,0.0012,0.0045,0.1646,0
819.14,0.1018,0.1253,1.516,0.1404,0.5445,30.8568,0.0022,0.0119,0.1969,0
2011.5027,0.0133,0.0134,0.3568,0.0086,0.0496,67.7683,0.0004,0.005,0.0635,0
786.6661,0.1086,0.378,2.8132,0.0553,0.7825,324.46,0.0017,0.009,0.2199,0
2417.8362,0.0045,0.0784,0.1532,0.0121,0.0232,15.8105,0.0006,0.0012,0.059,0
1623.0495,0.0179,0.1333,0.2468,0.0049,0.1073,30.8513,0.0006,0.005,0.0421,0
1040.1248,0.1757,0.4383,0.767,0.1454,0.5765,65.3588,0.001,0.0102,0.1909,0
1031.5691,0.0682,0.3286,0.677,0.1168,0.063,59.7472,0.0025,0.0061,0.1001,0
463.2719,0.3189,0.3745,1.7098,0.2527,0.7401,290.5729,0.0016,0.0228,0.1204,0
691.895,0.2101,0.3656,1.8995,0.2254,0.5313,354.9157,0.0006,0.0083,0.3013,0
1641.9879,0.0391,0.112,0.1016,0.0025,0.0892,47.4236,0.0004,0.0032,0.0605,0
574.9404,0.124,0.6169,1.126,0.1577,1.7451,206.177,0.0012,0.0209,0.3776,0
2600.1749,0.0494,0.0662,0.3402,0.0086,0.0525,34.0895,0.0001,0.0035,0.0663,0
2219.6583,0.0139,0.0278,0.3587,0.0027,0.1564,21.7404,0.0007,0.0018,0.0295,0
655.1329,0.1343,1.3205,1.5483,0.0411,0.832,308.2828,0.0049,0.0334,0.2424,0
1670.9994,0.0061,0.113,0.1245,0.0121,0.1194,62.8403,0.0001,0.001,0.0728,0
1120.3831,0.1396,0.7318,0.8945,0.1352,0.0652,146.6525,0.0005,0.004,0.0664,0
892.116,0.1602,0.6907,1.4138,0.0619,1.5749,77.3239,0.0077,0.0371,0.1155,0
1494.996,0.1564,0.6006,0.5337,0.0103,0.4764,56.4667,0.002,0.0111,0.1218,0
1896.0501,0.0523,0.0564,0.1063,0.0192,0.1361,43.2685,0.0007,0.0021,0.0788,0
540.2724,0.1802,0.6309,2.2505,0.2557,1.045,484.6282,0.0038,0.0313,0.2774,0
829.4666,0.1252,0.5498,0.6873,0.1194,0.2802,48.6219,0.0025,0.0052,0.1557,0
836.9642,0.0877,0.2559,0.7994,0.0982,0.0068,145.3618,0.0012,0.0045,0.2064,0
1230.0277,0.1313,0.71,0.6946,0.0122,0.5962,1.3326,0.0021,0.0092,0.1439,0
896.2365,0.0927,1.0374,2.3769,0.1224,1.7857,255.6468,0.0013,0.0342,0.3629,0
2553.0256,0.0129,0.0109,0.1895,0.0171,0.0282,10.4535,0.0006,0.002,0.0119,0
2630.2835,0.0374,0.1165,0.1211,0.0092,0.1594,21.2634,0.0001,0.0019,0.0267,0
2917.1009,0.029,0.0951,0.1309,0.0122,0.1111,74.5543,0.0003,0.0039,0.0243,0
1448.8793,0.12,0.5978,1.814,0.1388,0.125,29.3757,0.0017,0.0149,0.1333,0
2167.0703,0.0039,0.0348,0.1425,0.0006,0.1444,26.038,0.0001,0.0026,0.0259,0
1767.9573,0.0002,0.1064,0.1265,0.0044,0.0381,26.5094,0.0001,0.0017,0.0195,0
2767.0134,0.0183,0.0233,0.299,0.0025,0.1546,4.9262,0.0004,0.0047,0.0127,0
2280.8368,0.0588,0.064,0.3524,0.003,0.1283,20.213,0.0005,0.0004,0.042,0
2427.0757,0.0449,0.1287,0.4968,0.0092,0.1341,1.4739,0.0007,0.0031,0.0337,0
1330.597,0.1534,0.6655,1.2659,0.0557,0.5673,95.1299,0.0016,0.009,0.1571,0
1187.2293,0.1601,0.7018,1.1634,0.0253,0.346,93.1109,0.0016,0.0134,0.0658,0
2758.4217,0.0564,0.0696,0.1609,0.0084,0.0912,41.5656,0.0002,0.0016,0.0524,0
1263.4718,0.0804,0.3355,1.0273,0.1427,0.2371,90.9199,0.0016,0.0131,0.1127,0
1389.956,0.0458,0.516,1.0999,0.1479,0.4328,1.5834,0.0025,0.0105,0.1454,0
1468.77,0.0377,0.0716,0.4419,0.0052,0.1275,19.9074,0.0005,0.0002,0.0313,0
2290.6812,0.019,0.118,0.1281,0.0111,0.1187,1.7683,0.0,0.0015,0.0487,0
445.3918,0.2699,1.1313,2.2728,0.2065,1.9337,275.7988,0.0067,0.0105,0.3219,0
855.043,0.1621,1.3154,1.0096,0.2711,0.6843,346.4015,0.0033,0.0004,0.1494,0
1969.0859,0.0504,0.1133,0.4113,0.0161,0.0744,40.4821,0.0004,0.0006,0.0479,0
1227.6775,0.1394,0.1832,1.6421,0.0312,0.5261,36.7397,0.0015,0.0073,0.0957,0
1534.0741,0.0342,0.1378,0.213,0.0102,0.1724,36.1999,0.0007,0.0022,0.0352,0
1424.9619,0.0367,0.1258,0.1369,0.0182,0.0718,34.0206,0.0007,0.0045,0.042,0
1509.4911,0.0163,0.1193,0.2163,0.0139,0.039,38.2803,0.0003,0.0025,0.0456,0
849.9475,0.2679,0.4845,2.8219,0.357,1.7734,265.5576,0.0014,0.0302,0.1966,0
1903.4076,0.0335,0.0567,0.3698,0.013,0.1018,4.3179,0.0007,0.0021,0.036,0
1055.5196,0.1279,0.1097,1.8103,0.0154,0.5998,94.2124,0.0002,0.0084,0.1063,0
777.7355,0.2169,0.8157,2.9909,0.267,1.0279,229.0749,0.0026,0.0282,0.2564,0
676.7804,0.2372,0.8728,2.4778,0.166,1.7039,197.1701,0.0055,0.0357,0.3107,0
2471.4102,0.0124,0.0181,0.4124,0.0162,0.0046,75.8236,0.0004,0.0045,0.0631,0
816.6878,0.343,1.0549,1.3,0.1558,1.5038,120.6362,0.0074,0.0082,0.3428,0
1388.4341,0.1733,0.3955,1.5449,0.034,0.4805,122.9888,0.0009,0.0004,0.1233,0
2673.3919,0.0157,0.1421,0.4882,0.0182,0.1199,21.3942,0.0006,0.0035,0.0782,0
1305.7824,0.0599,0.1274,0.173,0.0145,0.0001,44.6247,0.0003,0.0019,0.0196,0
2018.4036,0.0149,0.0753,0.3225,0.0142,0.1354,19.3591,0.0,0.0042,0.0698,0
879.8558,0.2511,1.3731,1.7856,0.3149,1.9107,408.3254,0.0033,0.0151,0.1675,0
2677.038,0.0421,0.045,0.3788,0.0076,0.1116,29.6295,0.0004,0.0036,0.0585,0
595.5194,0.2664,0.5865,1.8503,0.2332,1.373,460.3982,0.0024,0.0338,0.1733,0
1379.6699,0.1357,0.704,1.7223,0.0415,0.5958,140.5498,0.0013,0.0007,0.1016,0
875.4352,0.3046,0.7761,0.9244,0.207,0.7528,105.3376,0.0008,0.0061,0.1417,0
590.8517,0.198,1.0181,2.9123,0.3026,1.2914,384.7245,0.0058,0.0276,0.2289,0
1123.044,0.0832,0.2895,1.0328,0.0643,0.3476,74.9813,0.0003,0.0051,0.114,0
1033.0245,0.0213,0.159,1.2455,0.0283,0.2968,86.1308,0.0028,0.0098,0.0553,0
2628.2225,0.0156,0.1395,0.3022,0.0018,0.0483,72.5039,0.0008,0.0043,0.0257,0
511.1138,0.1838,1.1366,2.9316,0.1757,0.9917,149.0758,0.0032,0.0025,0.3376,0
2430.3443,0.0164,0.0767,0.1983,0.008,0.1094,51.2715,0.0008,0.0017,0.0468,0
545.1159,0.3136,1.4491,2.6645,0.2279,1.4442,266.4796,0.0048,0.039,0.1553,0
653.1166,0.1278,1.0722,2.5433,0.2275,1.6749,214.6409,0.0073,0.0259,0.3209,0
2003.031,0.0546,0.0171,0.2497,0.0156,0.1488,68.1298,0.0006,0.0047,0.0399,0
1393.394,0.1323,0.1714,1.0505,0.0829,0.4528,81.5351,0.0023,0.0126,0.0951,0
1189.9773,0.0564,0.4429,1.3229,0.1226,0.2766,12.1374,0.0015,0.0126,0.1471,0
2857.7477,0.0093,0.0558,0.2636,0.0148,0.1671,4.6848,0.0006,0.0036,0.0716,0
788.7628,0.1314,0.6766,2.8599,0.2393,1.0775,462.0692,0.007,0.0291,0.3447,0
2563.5791,0.0579,0.0169,0.1737,0.0159,0.104,6.9295,0.0002,0.0016,0.0257,0
731.0182,0.2784,0.3163,1.7405,0.1271,1.7039,479.2413,0.0034,0.0389,0.0843,0
2594.8761,0.0216,0.1389,0.1718,0.0159,0.0403,15.7684,0.0004,0.0047,0.0468,0
806.8129,0.0291,0.1469,1.7295,0.0355,0.1973,91.4929,0.0018,0.0062,0.0507,0
1317.2178,0.0576,0.5959,0.5227,0.1362,0.57,0.3692,0.0014,0.0062,0.1931,0
1227.9558,0.0524,0.1539,1.5385,0.0931,0.4994,126.7025,0.0019,0.0081,0.2054,0
841.2125,0.3489,0.7842,2.3773,0.2752,0.3483,336.4469,0.0034,0.018,0.134,0
1288.5587,0.1052,0.2097,1.3353,0.015,0.2036,55.8537,0.0027,0.0062,0.1517,0
612.8797,0.3186,0.4638,1.6027,0.0379,1.1219,480.7769,0.0053,0.025,0.1634,0
635.7674,0.1521,1.4852,1.7309,0.1486,0.0699,130.2327,0.0065,0.0193,0.3665,0
2308.6982,0.0432,0.097,0.3025,0.0116,0.1379,69.0611,0.0003,0.0023,0.0509,0
1521.8092,0.058,0.0373,0.1777,0.0124,0.0155,2.7238,0.0001,0.0006,0.0343,0
